lesson_id,lesson_version,event_type,event_date,anchor_gold_date,alignment_method,gold_close_at_event,release_timestamp,source_artifact_path,source_artifact_sha256,cpi_value,previous_cpi_value,cpi_change_pct,cpi_pressure,macro_regime,gold_close_t_plus_1d,gold_return_1d_pct,gold_direction_1d,gold_close_t_plus_5d,gold_return_5d_pct,gold_direction_5d,gold_close_t_plus_20d,gold_return_20d_pct,gold_direction_20d,primary_horizon_days,lesson_text,us10y_value_at_event,us10y_value_lookback,us10y_change_bps,us10y_level,us10y_trend,dxy_value_at_event,dxy_value_lookback,dxy_change,dxy_level,dxy_trend,t5yie_value_at_event,t5yie_value_lookback,t5yie_change,t5yie_level,t5yie_trend
CPI_GOLD_2015-03-01,cpi_gold_v1,CPI,2015-03-01,2015-04-08,first_gold_session_on_or_after_release_timestamp,1203.099976,2015-04-08T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,235.976,235.342,0.269395,inflation_pressure_up,CONTRACTION,1193.599976,-0.789627,DOWN,1201.5,-0.132988,DOWN,1190.300049,-1.063912,DOWN,20,"After CPI changed by 0.269395% on 2015-03-01, gold moved -1.063912% over 20 trading days (DOWN).",0.17,0.03,14.0,low_yield_regime,yields_rising,95.25,94.800003,0.449997,normal_dxy_regime,dxy_flat,1.49,1.29,0.2,low_breakeven_regime,breakeven_rising
CPI_GOLD_2015-04-01,cpi_gold_v1,CPI,2015-04-01,2015-05-13,first_gold_session_on_or_after_release_timestamp,1218.400024,2015-05-13T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,236.222,235.976,0.104248,inflation_pressure_up,CONTRACTION,1225.400024,0.574524,UP,1208.900024,-0.779711,DOWN,1179.900024,-3.159882,DOWN,20,"After CPI changed by 0.104248% on 2015-04-01, gold moved -3.159882% over 20 trading days (DOWN).",0.07,0.25,-18.0,low_yield_regime,yields_falling,98.190002,95.459999,2.730003,normal_dxy_regime,dxy_rising,1.58,1.54,0.04,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2015-05-01,cpi_gold_v1,CPI,2015-05-01,2015-06-10,first_gold_session_on_or_after_release_timestamp,1186.099976,2015-06-10T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,237.001,236.222,0.329775,inflation_pressure_up,CONTRACTION,1179.900024,-0.522717,DOWN,1176.400024,-0.817802,DOWN,1159.0,-2.284797,DOWN,20,"After CPI changed by 0.329775% on 2015-05-01, gold moved -2.284797% over 20 trading days (DOWN).",0.18,0.07,11.0,low_yield_regime,yields_rising,95.300003,98.190002,-2.889999,normal_dxy_regime,dxy_falling,1.72,1.58,0.14,normal_breakeven_regime,breakeven_rising
CPI_GOLD_2015-06-01,cpi_gold_v1,CPI,2015-06-01,2015-07-08,first_gold_session_on_or_after_release_timestamp,1163.300049,2015-07-08T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,237.657,237.001,0.276792,inflation_pressure_up,CONTRACTION,1159.0,-0.369642,DOWN,1147.199951,-1.384002,DOWN,1085.699951,-6.670686,DOWN,20,"After CPI changed by 0.276792% on 2015-06-01, gold moved -6.670686% over 20 trading days (DOWN).",0.39,0.18,21.0,low_yield_regime,yields_rising,97.389999,95.300003,2.089996,normal_dxy_regime,dxy_rising,1.55,1.72,-0.17,normal_breakeven_regime,breakeven_falling
CPI_GOLD_2015-07-01,cpi_gold_v1,CPI,2015-07-01,2015-08-12,first_gold_session_on_or_after_release_timestamp,1123.199951,2015-08-12T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,238.034,237.657,0.158632,inflation_pressure_up,CONTRACTION,1115.699951,-0.667735,DOWN,1128.099976,0.436256,UP,1109.5,-1.219725,DOWN,20,"After CPI changed by 0.158632% on 2015-07-01, gold moved -1.219725% over 20 trading days (DOWN).",0.54,0.39,15.0,low_yield_regime,yields_rising,96.309998,97.389999,-1.080002,normal_dxy_regime,dxy_falling,1.6,1.55,0.05,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2015-08-01,cpi_gold_v1,CPI,2015-08-01,2015-09-09,first_gold_session_on_or_after_release_timestamp,1102.199951,2015-09-09T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,238.033,238.034,-0.00042,inflation_pressure_down,CONTRACTION,1109.5,0.662316,UP,1119.199951,1.54237,UP,1149.0,4.246058,UP,20,"After CPI changed by -0.00042% on 2015-08-01, gold moved 4.246058% over 20 trading days (UP).",0.46,0.49,-3.0,low_yield_regime,yields_flat,97.370003,96.110001,1.260002,normal_dxy_regime,dxy_rising,1.36,1.62,-0.26,low_breakeven_regime,breakeven_falling
CPI_GOLD_2015-09-01,cpi_gold_v1,CPI,2015-09-01,2015-10-14,first_gold_session_on_or_after_release_timestamp,1180.099976,2015-10-14T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,237.498,238.033,-0.224759,inflation_pressure_down,CONTRACTION,1187.900024,0.660965,UP,1167.599976,-1.059232,DOWN,1084.699951,-8.084063,DOWN,20,"After CPI changed by -0.224759% on 2015-09-01, gold moved -8.084063% over 20 trading days (DOWN).",0.6,0.46,14.0,low_yield_regime,yields_rising,95.449997,97.370003,-1.920006,normal_dxy_regime,dxy_falling,1.18,1.36,-0.18,low_breakeven_regime,breakeven_falling
CPI_GOLD_2015-10-01,cpi_gold_v1,CPI,2015-10-01,2015-11-11,first_gold_session_on_or_after_release_timestamp,1084.699951,2015-11-11T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,237.733,237.498,0.098948,inflation_pressure_up,CONTRACTION,1080.800049,-0.359537,DOWN,1068.800049,-1.465834,DOWN,1073.099976,-1.069418,DOWN,5,"After CPI changed by 0.098948% on 2015-10-01, gold moved -1.465834% over 5 trading days (DOWN).",0.59,0.6,-1.0,low_yield_regime,yields_flat,96.190002,95.449997,0.740005,normal_dxy_regime,dxy_flat,1.13,1.18,-0.05,low_breakeven_regime,breakeven_flat
CPI_GOLD_2015-11-01,cpi_gold_v1,CPI,2015-11-01,2015-12-09,first_gold_session_on_or_after_release_timestamp,1077.599976,2015-12-09T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,238.017,237.733,0.119462,inflation_pressure_up,CONTRACTION,1073.099976,-0.417595,DOWN,1078.0,0.037122,FLAT,1097.800049,1.874543,UP,20,"After CPI changed by 0.119462% on 2015-11-01, gold moved 1.874543% over 20 trading days (UP).",0.63,0.51,12.0,low_yield_regime,yields_rising,96.949997,95.830002,1.119995,normal_dxy_regime,dxy_rising,1.2,1.15,0.05,low_breakeven_regime,breakeven_flat
CPI_GOLD_2015-12-01,cpi_gold_v1,CPI,2015-12-01,2016-01-13,first_gold_session_on_or_after_release_timestamp,1087.5,2016-01-13T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,237.761,238.017,-0.107555,inflation_pressure_down,CONTRACTION,1073.900024,-1.250572,DOWN,1099.099976,1.066664,UP,1247.900024,14.749428,UP,20,"After CPI changed by -0.107555% on 2015-12-01, gold moved 14.749428% over 20 trading days (UP).",0.58,0.63,-5.0,low_yield_regime,yields_flat,99.800003,96.949997,2.850006,normal_dxy_regime,dxy_rising,1.29,1.2,0.09,low_breakeven_regime,breakeven_flat
CPI_GOLD_2016-01-01,cpi_gold_v1,CPI,2016-01-01,2016-02-10,first_gold_session_on_or_after_release_timestamp,1194.699951,2016-02-10T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,237.652,237.761,-0.045844,inflation_pressure_down,CONTRACTION,1247.900024,4.453007,UP,1226.099976,2.628277,UP,1272.0,6.470248,UP,20,"After CPI changed by -0.045844% on 2016-01-01, gold moved 6.470248% over 20 trading days (UP).",0.73,0.62,11.0,low_yield_regime,yields_rising,98.629997,99.989998,-1.360001,normal_dxy_regime,dxy_falling,1.31,1.27,0.04,low_breakeven_regime,breakeven_flat
CPI_GOLD_2016-02-01,cpi_gold_v1,CPI,2016-02-01,2016-03-09,first_gold_session_on_or_after_release_timestamp,1256.599976,2016-03-09T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,237.336,237.652,-0.132968,inflation_pressure_down,CONTRACTION,1272.0,1.225531,UP,1229.300049,-2.172523,DOWN,1236.199951,-1.62343,DOWN,5,"After CPI changed by -0.132968% on 2016-02-01, gold moved -2.172523% over 5 trading days (DOWN).",0.57,0.73,-16.0,low_yield_regime,yields_falling,99.0,98.629997,0.370003,normal_dxy_regime,dxy_flat,1.2,1.31,-0.11,low_breakeven_regime,breakeven_falling
CPI_GOLD_2016-03-01,cpi_gold_v1,CPI,2016-03-01,2016-04-13,first_gold_session_on_or_after_release_timestamp,1246.800049,2016-04-13T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,238.08,237.336,0.31348,inflation_pressure_up,CONTRACTION,1225.0,-1.74848,DOWN,1253.199951,0.513306,UP,1274.599976,2.229702,UP,20,"After CPI changed by 0.31348% on 2016-03-01, gold moved 2.229702% over 20 trading days (UP).",0.35,0.53,-18.0,low_yield_regime,yields_falling,98.349998,99.610001,-1.260002,normal_dxy_regime,dxy_falling,1.29,1.19,0.1,low_breakeven_regime,breakeven_flat
CPI_GOLD_2016-04-01,cpi_gold_v1,CPI,2016-04-01,2016-05-11,first_gold_session_on_or_after_release_timestamp,1274.599976,2016-05-11T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,238.992,238.08,0.383065,inflation_pressure_up,CONTRACTION,1270.300049,-0.337355,DOWN,1273.699951,-0.070612,FLAT,1270.199951,-0.345208,DOWN,20,"After CPI changed by 0.383065% on 2016-04-01, gold moved -0.345208% over 20 trading days (DOWN).",0.17,0.33,-16.0,low_yield_regime,yields_falling,94.620003,98.209999,-3.589996,low_dxy_regime,dxy_falling,1.49,1.34,0.15,low_breakeven_regime,breakeven_rising
CPI_GOLD_2016-05-01,cpi_gold_v1,CPI,2016-05-01,2016-06-08,first_gold_session_on_or_after_release_timestamp,1259.800049,2016-06-08T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,239.557,238.992,0.23641,inflation_pressure_up,CONTRACTION,1270.199951,0.82552,UP,1285.800049,2.06382,UP,1360.099976,7.961575,UP,20,"After CPI changed by 0.23641% on 2016-05-01, gold moved 7.961575% over 20 trading days (UP).",0.12,0.17,-5.0,low_yield_regime,yields_flat,93.080002,94.620003,-1.540001,low_dxy_regime,dxy_falling,1.6,1.49,0.11,normal_breakeven_regime,breakeven_rising
CPI_GOLD_2016-06-01,cpi_gold_v1,CPI,2016-06-01,2016-07-13,first_gold_session_on_or_after_release_timestamp,1342.400024,2016-07-13T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,240.222,239.557,0.277596,inflation_pressure_up,CONTRACTION,1331.300049,-0.826875,DOWN,1318.800049,-1.758043,DOWN,1344.300049,0.141539,UP,5,"After CPI changed by 0.277596% on 2016-06-01, gold moved -1.758043% over 5 trading days (DOWN).",0.31,0.2,11.0,low_yield_regime,yields_rising,95.459999,92.629997,2.830002,normal_dxy_regime,dxy_rising,1.47,1.58,-0.11,low_breakeven_regime,breakeven_falling
CPI_GOLD_2016-07-01,cpi_gold_v1,CPI,2016-07-01,2016-08-10,first_gold_session_on_or_after_release_timestamp,1344.300049,2016-08-10T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,240.101,240.222,-0.05037,inflation_pressure_down,CONTRACTION,1342.5,-0.133902,DOWN,1342.699951,-0.119028,DOWN,1336.800049,-0.557911,DOWN,20,"After CPI changed by -0.05037% on 2016-07-01, gold moved -0.557911% over 20 trading days (DOWN).",0.03,0.31,-28.0,low_yield_regime,yields_falling,95.650002,95.459999,0.190002,normal_dxy_regime,dxy_flat,1.43,1.47,-0.04,low_breakeven_regime,breakeven_flat
CPI_GOLD_2016-08-01,cpi_gold_v1,CPI,2016-08-01,2016-09-14,first_gold_session_on_or_after_release_timestamp,1321.5,2016-09-14T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,240.545,240.101,0.184922,inflation_pressure_up,CONTRACTION,1313.5,-0.605373,DOWN,1326.900024,0.408628,UP,1255.0,-5.03216,DOWN,20,"After CPI changed by 0.184922% on 2016-08-01, gold moved -5.03216% over 20 trading days (DOWN).",0.05,0.03,2.0,low_yield_regime,yields_flat,95.709999,95.650002,0.059998,normal_dxy_regime,dxy_flat,1.27,1.43,-0.16,low_breakeven_regime,breakeven_falling
CPI_GOLD_2016-09-01,cpi_gold_v1,CPI,2016-09-01,2016-10-12,first_gold_session_on_or_after_release_timestamp,1251.099976,2016-10-12T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,241.176,240.545,0.262321,inflation_pressure_up,CONTRACTION,1255.0,0.311728,UP,1267.900024,1.342822,UP,1272.599976,1.718488,UP,20,"After CPI changed by 0.262321% on 2016-09-01, gold moved 1.718488% over 20 trading days (UP).",0.12,0.11,1.0,low_yield_regime,yields_flat,95.650002,95.059998,0.590004,normal_dxy_regime,dxy_flat,1.24,1.25,-0.01,low_breakeven_regime,breakeven_flat
CPI_GOLD_2016-10-01,cpi_gold_v1,CPI,2016-10-01,2016-11-09,first_gold_session_on_or_after_release_timestamp,1272.599976,2016-11-09T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,241.741,241.176,0.234269,inflation_pressure_up,LATE_CYCLE,1265.5,-0.557911,DOWN,1216.5,-4.408296,DOWN,1159.400024,-8.895172,DOWN,20,"After CPI changed by 0.234269% on 2016-10-01, gold moved -8.895172% over 20 trading days (DOWN).",0.0,0.12,-12.0,low_yield_regime,yields_falling,95.459999,95.650002,-0.190002,normal_dxy_regime,dxy_flat,1.45,1.24,0.21,low_breakeven_regime,breakeven_rising
CPI_GOLD_2016-11-01,cpi_gold_v1,CPI,2016-11-01,2016-12-14,first_gold_session_on_or_after_release_timestamp,1161.300049,2016-12-14T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,242.026,241.741,0.117895,inflation_pressure_up,LATE_CYCLE,1127.800049,-2.884698,DOWN,1131.099976,-2.60054,DOWN,1195.300049,2.927753,UP,20,"After CPI changed by 0.117895% on 2016-11-01, gold moved 2.927753% over 20 trading days (UP).",0.11,0.0,11.0,low_yield_regime,yields_rising,97.699997,95.459999,2.239998,normal_dxy_regime,dxy_rising,1.59,1.45,0.14,normal_breakeven_regime,breakeven_rising
CPI_GOLD_2016-12-01,cpi_gold_v1,CPI,2016-12-01,2017-01-11,first_gold_session_on_or_after_release_timestamp,1195.599976,2017-01-11T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,242.637,242.026,0.252452,inflation_pressure_up,LATE_CYCLE,1198.900024,0.276016,UP,1200.900024,0.443296,UP,1235.099976,3.303781,UP,20,"After CPI changed by 0.252452% on 2016-12-01, gold moved 3.303781% over 20 trading days (UP).",0.48,0.11,37.0,low_yield_regime,yields_rising,101.040001,97.699997,3.340004,normal_dxy_regime,dxy_rising,1.81,1.59,0.22,normal_breakeven_regime,breakeven_rising
CPI_GOLD_2017-01-01,cpi_gold_v1,CPI,2017-01-01,2017-02-08,first_gold_session_on_or_after_release_timestamp,1237.599976,2017-02-08T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,243.618,242.637,0.404308,inflation_pressure_up,LATE_CYCLE,1235.099976,-0.202004,DOWN,1231.699951,-0.476731,DOWN,1202.400024,-2.844211,DOWN,20,"After CPI changed by 0.404308% on 2017-01-01, gold moved -2.844211% over 20 trading days (DOWN).",0.5,0.49,1.0,low_yield_regime,yields_flat,102.389999,100.769997,1.620003,normal_dxy_regime,dxy_rising,1.84,1.76,0.08,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2017-02-01,cpi_gold_v1,CPI,2017-02-01,2017-03-08,first_gold_session_on_or_after_release_timestamp,1208.5,2017-03-08T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,244.006,243.618,0.159266,inflation_pressure_up,LATE_CYCLE,1202.400024,-0.504756,DOWN,1200.099976,-0.695079,DOWN,1245.400024,3.053374,UP,20,"After CPI changed by 0.159266% on 2017-02-01, gold moved 3.053374% over 20 trading days (UP).",0.43,0.5,-7.0,low_yield_regime,yields_flat,99.639999,102.389999,-2.75,normal_dxy_regime,dxy_falling,1.92,1.84,0.08,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2017-03-01,cpi_gold_v1,CPI,2017-03-01,2017-04-12,first_gold_session_on_or_after_release_timestamp,1275.300049,2017-04-12T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,243.892,244.006,-0.04672,inflation_pressure_down,LATE_CYCLE,1285.900024,0.831175,UP,1281.900024,0.517523,UP,1222.699951,-4.124527,DOWN,20,"After CPI changed by -0.04672% on 2017-03-01, gold moved -4.124527% over 20 trading days (DOWN).",0.43,0.42,1.0,low_yield_regime,yields_flat,101.779999,100.43,1.349998,normal_dxy_regime,dxy_rising,1.84,1.95,-0.11,normal_breakeven_regime,breakeven_falling
CPI_GOLD_2017-04-01,cpi_gold_v1,CPI,2017-04-01,2017-05-10,first_gold_session_on_or_after_release_timestamp,1217.300049,2017-05-10T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,244.193,243.892,0.123415,inflation_pressure_up,LATE_CYCLE,1222.699951,0.443597,UP,1257.5,3.302386,UP,1276.300049,4.846792,UP,20,"After CPI changed by 0.123415% on 2017-04-01, gold moved 4.846792% over 20 trading days (UP).",0.43,0.48,-5.0,low_yield_regime,yields_flat,100.349998,102.199997,-1.849998,normal_dxy_regime,dxy_falling,1.77,1.84,-0.07,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2017-05-01,cpi_gold_v1,CPI,2017-05-01,2017-06-14,first_gold_session_on_or_after_release_timestamp,1272.800049,2017-06-14T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,244.004,244.193,-0.077398,inflation_pressure_down,LATE_CYCLE,1252.199951,-1.618487,DOWN,1243.400024,-2.30987,DOWN,1216.300049,-4.439032,DOWN,20,"After CPI changed by -0.077398% on 2017-05-01, gold moved -4.439032% over 20 trading days (DOWN).",0.41,0.43,-2.0,low_yield_regime,yields_flat,99.139999,100.349998,-1.209999,normal_dxy_regime,dxy_falling,1.8,1.77,0.03,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2017-06-01,cpi_gold_v1,CPI,2017-06-01,2017-07-12,first_gold_session_on_or_after_release_timestamp,1218.099976,2017-07-12T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,244.163,244.004,0.065163,inflation_pressure_up,LATE_CYCLE,1216.300049,-0.147765,DOWN,1241.199951,1.896394,UP,1273.0,4.507021,UP,20,"After CPI changed by 0.065163% on 2017-06-01, gold moved 4.507021% over 20 trading days (UP).",0.4,0.41,-1.0,low_yield_regime,yields_flat,97.199997,98.980003,-1.780006,normal_dxy_regime,dxy_falling,1.73,1.77,-0.04,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2017-07-01,cpi_gold_v1,CPI,2017-07-01,2017-08-09,first_gold_session_on_or_after_release_timestamp,1273.0,2017-08-09T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,244.243,244.163,0.032765,inflation_pressure_up,LATE_CYCLE,1283.699951,0.84053,UP,1276.900024,0.306365,UP,1345.099976,5.663784,UP,20,"After CPI changed by 0.032765% on 2017-07-01, gold moved 5.663784% over 20 trading days (UP).",0.58,0.4,18.0,low_yield_regime,yields_rising,95.660004,97.199997,-1.539993,normal_dxy_regime,dxy_falling,1.63,1.73,-0.1,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2017-08-01,cpi_gold_v1,CPI,2017-08-01,2017-09-13,first_gold_session_on_or_after_release_timestamp,1323.400024,2017-09-13T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,245.183,244.243,0.384863,inflation_pressure_up,LATE_CYCLE,1324.699951,0.098226,FLAT,1312.0,-0.861419,DOWN,1285.800049,-2.841165,DOWN,20,"After CPI changed by 0.384863% on 2017-08-01, gold moved -2.841165% over 20 trading days (DOWN).",0.47,0.58,-11.0,low_yield_regime,yields_falling,93.029999,95.660004,-2.630005,low_dxy_regime,dxy_falling,1.62,1.63,-0.01,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2017-09-01,cpi_gold_v1,CPI,2017-09-01,2017-10-11,first_gold_session_on_or_after_release_timestamp,1285.800049,2017-10-11T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,246.435,245.183,0.510639,inflation_pressure_up,LATE_CYCLE,1293.300049,0.583294,UP,1279.900024,-0.45886,DOWN,1281.599976,-0.326651,DOWN,1,"After CPI changed by 0.510639% on 2017-09-01, gold moved 0.583294% over 1 trading days (UP).",0.37,0.48,-11.0,low_yield_regime,yields_falling,92.809998,92.830002,-0.020004,low_dxy_regime,dxy_flat,1.63,1.63,0.0,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2017-10-01,cpi_gold_v1,CPI,2017-10-01,2017-11-08,first_gold_session_on_or_after_release_timestamp,1281.599976,2017-11-08T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,246.626,246.435,0.077505,inflation_pressure_up,LATE_CYCLE,1285.599976,0.31211,UP,1276.5,-0.397938,DOWN,1249.800049,-2.481268,DOWN,20,"After CPI changed by 0.077505% on 2017-10-01, gold moved -2.481268% over 20 trading days (DOWN).",0.49,0.37,12.0,low_yield_regime,yields_rising,93.080002,92.809998,0.270004,low_dxy_regime,dxy_flat,1.68,1.63,0.05,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2017-11-01,cpi_gold_v1,CPI,2017-11-01,2017-12-13,first_gold_session_on_or_after_release_timestamp,1245.400024,2017-12-13T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,247.284,246.626,0.266801,inflation_pressure_up,LATE_CYCLE,1253.800049,0.674484,UP,1266.099976,1.662113,UP,1333.400024,7.066003,UP,20,"After CPI changed by 0.266801% on 2017-11-01, gold moved 7.066003% over 20 trading days (UP).",0.49,0.51,-2.0,low_yield_regime,yields_flat,94.82,93.559998,1.260002,low_dxy_regime,dxy_rising,1.71,1.73,-0.02,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2017-12-01,cpi_gold_v1,CPI,2017-12-01,2018-01-10,first_gold_session_on_or_after_release_timestamp,1317.400024,2018-01-10T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,247.805,247.284,0.210689,inflation_pressure_up,LATE_CYCLE,1320.599976,0.242899,UP,1326.0,0.652799,UP,1313.099976,-0.326404,DOWN,5,"After CPI changed by 0.210689% on 2017-12-01, gold moved 0.652799% over 5 trading days (UP).",0.51,0.49,2.0,low_yield_regime,yields_flat,92.900002,94.82,-1.919998,low_dxy_regime,dxy_falling,1.72,1.71,0.01,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2018-01-01,cpi_gold_v1,CPI,2018-01-01,2018-02-14,first_gold_session_on_or_after_release_timestamp,1355.5,2018-02-14T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,248.859,247.805,0.425334,inflation_pressure_up,LATE_CYCLE,1352.099976,-0.250832,DOWN,1330.599976,-1.836962,DOWN,1316.800049,-2.855031,DOWN,20,"After CPI changed by 0.425334% on 2018-01-01, gold moved -2.855031% over 20 trading days (DOWN).",0.44,0.51,-7.0,low_yield_regime,yields_flat,92.120003,92.900002,-0.779999,low_dxy_regime,dxy_flat,1.86,1.72,0.14,normal_breakeven_regime,breakeven_rising
CPI_GOLD_2018-02-01,cpi_gold_v1,CPI,2018-02-01,2018-03-14,first_gold_session_on_or_after_release_timestamp,1324.400024,2018-03-14T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,249.529,248.859,0.269229,inflation_pressure_up,LATE_CYCLE,1316.800049,-0.573843,DOWN,1320.699951,-0.279377,DOWN,1338.400024,1.057082,UP,20,"After CPI changed by 0.269229% on 2018-02-01, gold moved 1.057082% over 20 trading days (UP).",0.67,0.46,21.0,low_yield_regime,yields_rising,88.669998,91.849998,-3.18,low_dxy_regime,dxy_falling,1.93,1.9,0.03,normal_breakeven_regime,breakeven_flat
