lesson_id,lesson_version,event_type,event_date,anchor_gold_date,alignment_method,gold_close_at_event,release_timestamp,source_artifact_path,source_artifact_sha256,cpi_value,previous_cpi_value,cpi_change_pct,cpi_pressure,macro_regime,gold_close_t_plus_1d,gold_return_1d_pct,gold_direction_1d,gold_close_t_plus_5d,gold_return_5d_pct,gold_direction_5d,gold_close_t_plus_20d,gold_return_20d_pct,gold_direction_20d,primary_horizon_days,lesson_text,us10y_value_at_event,us10y_value_lookback,us10y_change_bps,us10y_level,us10y_trend,dxy_value_at_event,dxy_value_lookback,dxy_change,dxy_level,dxy_trend,t5yie_value_at_event,t5yie_value_lookback,t5yie_change,t5yie_level,t5yie_trend
CPI_GOLD_2024-02-01,cpi_gold_v1,CPI,2024-02-01,2024-03-13,first_gold_session_on_or_after_release_timestamp,2175.399902,2024-03-13T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,310.967,309.698,0.409754,inflation_pressure_up,CONTRACTION,2163.0,-0.570006,DOWN,2157.899902,-0.80445,DOWN,2354.800049,8.246766,UP,20,"After CPI changed by 0.409754% on 2024-02-01, gold moved 8.246766% over 20 trading days (UP).",1.68,1.74,-6.0,low_yield_regime,yields_flat,103.050003,102.199997,0.850006,normal_dxy_regime,dxy_flat,2.17,2.17,0.0,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2024-03-01,cpi_gold_v1,CPI,2024-03-01,2024-04-10,first_gold_session_on_or_after_release_timestamp,2329.600098,2024-04-10T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,312.345,310.967,0.443134,inflation_pressure_up,LATE_CYCLE,2354.800049,1.081729,UP,2371.699951,1.807171,UP,2313.600098,-0.686813,DOWN,5,"After CPI changed by 0.443134% on 2024-03-01, gold moved 1.807171% over 5 trading days (UP).",1.87,1.73,14.0,low_yield_regime,yields_rising,103.860001,103.269997,0.590004,normal_dxy_regime,dxy_flat,2.4,2.24,0.16,normal_breakeven_regime,breakeven_rising
CPI_GOLD_2024-04-01,cpi_gold_v1,CPI,2024-04-01,2024-05-08,first_gold_session_on_or_after_release_timestamp,2313.600098,2024-05-08T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,313.023,312.345,0.217068,inflation_pressure_up,LATE_CYCLE,2332.100098,0.79962,UP,2388.699951,3.246017,UP,2370.300049,2.450724,UP,5,"After CPI changed by 0.217068% on 2024-04-01, gold moved 3.246017% over 5 trading days (UP).",1.98,1.87,11.0,low_yield_regime,yields_rising,105.019997,103.860001,1.159996,high_dxy_regime,dxy_rising,2.41,2.4,0.01,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2024-05-01,cpi_gold_v1,CPI,2024-05-01,2024-06-12,first_gold_session_on_or_after_release_timestamp,2336.0,2024-06-12T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,313.175,313.023,0.048559,inflation_pressure_up,LATE_CYCLE,2300.199951,-1.532536,DOWN,2353.800049,0.761988,UP,2414.0,3.339041,UP,20,"After CPI changed by 0.048559% on 2024-05-01, gold moved 3.339041% over 20 trading days (UP).",2.25,1.98,27.0,normal_yield_regime,yields_rising,105.760002,105.019997,0.740005,high_dxy_regime,dxy_flat,2.39,2.41,-0.02,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2024-06-01,cpi_gold_v1,CPI,2024-06-01,2024-07-10,first_gold_session_on_or_after_release_timestamp,2372.199951,2024-07-10T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,313.044,313.175,-0.04183,inflation_pressure_down,LATE_CYCLE,2415.0,1.804234,UP,2454.800049,3.482004,UP,2390.5,0.771438,UP,5,"After CPI changed by -0.04183% on 2024-06-01, gold moved 3.482004% over 5 trading days (UP).",2.16,2.21,-5.0,normal_yield_regime,yields_flat,104.669998,105.300003,-0.630005,normal_dxy_regime,dxy_flat,2.34,2.37,-0.03,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2024-07-01,cpi_gold_v1,CPI,2024-07-01,2024-08-14,first_gold_session_on_or_after_release_timestamp,2439.399902,2024-08-14T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,313.569,313.044,0.167708,inflation_pressure_up,LATE_CYCLE,2453.100098,0.561622,UP,2508.399902,2.828565,UP,2551.199951,4.583096,UP,20,"After CPI changed by 0.167708% on 2024-07-01, gold moved 4.583096% over 20 trading days (UP).",2.16,2.16,0.0,normal_yield_regime,yields_flat,105.900002,104.669998,1.230003,high_dxy_regime,dxy_rising,2.29,2.34,-0.05,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2024-08-01,cpi_gold_v1,CPI,2024-08-01,2024-09-11,first_gold_session_on_or_after_release_timestamp,2512.100098,2024-09-11T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,314.062,313.569,0.157222,inflation_pressure_up,RECOVERY,2551.199951,1.556461,UP,2570.699951,2.332704,UP,2606.0,3.737904,UP,20,"After CPI changed by 0.157222% on 2024-08-01, gold moved 3.737904% over 20 trading days (UP).",1.79,2.13,-34.0,low_yield_regime,yields_falling,104.419998,105.720001,-1.300003,normal_dxy_regime,dxy_falling,2.06,2.26,-0.2,normal_breakeven_regime,breakeven_falling
CPI_GOLD_2024-09-01,cpi_gold_v1,CPI,2024-09-01,2024-10-09,first_gold_session_on_or_after_release_timestamp,2606.0,2024-10-09T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,314.732,314.062,0.213334,inflation_pressure_up,CONTRACTION,2620.600098,0.560249,UP,2674.0,2.609363,UP,2667.600098,2.36378,UP,5,"After CPI changed by 0.213334% on 2024-09-01, gold moved 2.609363% over 5 trading days (UP).",1.76,1.76,0.0,low_yield_regime,yields_flat,101.699997,103.209999,-1.510002,normal_dxy_regime,dxy_falling,2.01,1.89,0.12,normal_breakeven_regime,breakeven_rising
CPI_GOLD_2024-10-01,cpi_gold_v1,CPI,2024-10-01,2024-11-13,first_gold_session_on_or_after_release_timestamp,2580.800049,2024-11-13T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,315.631,314.732,0.28564,inflation_pressure_up,CONTRACTION,2568.199951,-0.488224,DOWN,2648.199951,2.611589,UP,2687.5,4.134375,UP,20,"After CPI changed by 0.28564% on 2024-10-01, gold moved 4.134375% over 20 trading days (UP).",1.55,1.76,-21.0,low_yield_regime,yields_falling,101.190002,101.699997,-0.509995,normal_dxy_regime,dxy_flat,2.07,2.01,0.06,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2024-11-01,cpi_gold_v1,CPI,2024-11-01,2024-12-11,first_gold_session_on_or_after_release_timestamp,2733.800049,2024-12-11T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,316.528,315.631,0.284193,inflation_pressure_up,LATE_CYCLE,2687.5,-1.693615,DOWN,2636.5,-3.55915,DOWN,2708.5,-0.925454,DOWN,5,"After CPI changed by 0.284193% on 2024-11-01, gold moved -3.55915% over 5 trading days (DOWN).",2.04,1.58,46.0,normal_yield_regime,yields_rising,104.279999,101.68,2.599998,normal_dxy_regime,dxy_rising,2.37,2.1,0.27,normal_breakeven_regime,breakeven_rising
CPI_GOLD_2024-12-01,cpi_gold_v1,CPI,2024-12-01,2025-01-08,first_gold_session_on_or_after_release_timestamp,2664.5,2025-01-08T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,317.604,316.528,0.339938,inflation_pressure_up,EXPANSION,2683.800049,0.72434,UP,2712.5,1.801464,UP,2856.0,7.18709,UP,20,"After CPI changed by 0.339938% on 2024-12-01, gold moved 7.18709% over 20 trading days (UP).",1.92,2.04,-12.0,low_yield_regime,yields_falling,105.739998,104.279999,1.459999,high_dxy_regime,dxy_rising,2.33,2.37,-0.04,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2025-01-01,cpi_gold_v1,CPI,2025-01-01,2025-02-12,first_gold_session_on_or_after_release_timestamp,2909.0,2025-02-12T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,318.961,317.604,0.427262,inflation_pressure_up,LATE_CYCLE,2925.899902,0.580952,UP,2940.0,1.065658,UP,2984.300049,2.58852,UP,20,"After CPI changed by 0.427262% on 2025-01-01, gold moved 2.58852% over 20 trading days (UP).",2.24,1.93,31.0,normal_yield_regime,yields_rising,108.489998,106.449997,2.040001,high_dxy_regime,dxy_rising,2.38,2.33,0.05,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2025-02-01,cpi_gold_v1,CPI,2025-02-01,2025-03-12,first_gold_session_on_or_after_release_timestamp,2939.100098,2025-03-12T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,319.679,318.961,0.225106,inflation_pressure_up,LATE_CYCLE,2984.300049,1.537884,UP,3035.899902,3.293518,UP,3056.5,3.994417,UP,20,"After CPI changed by 0.225106% on 2025-02-01, gold moved 3.994417% over 20 trading days (UP).",2.16,2.23,-7.0,normal_yield_regime,yields_flat,108.370003,109.389999,-1.019997,high_dxy_regime,dxy_falling,2.54,2.41,0.13,normal_breakeven_regime,breakeven_rising
CPI_GOLD_2025-03-01,cpi_gold_v1,CPI,2025-03-01,2025-04-10,first_gold_session_on_or_after_release_timestamp,3155.199951,2025-04-10T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,319.785,319.679,0.033158,inflation_pressure_up,LATE_CYCLE,3222.199951,2.123479,UP,3308.699951,4.864985,UP,3335.399902,5.711205,UP,20,"After CPI changed by 0.033158% on 2025-03-01, gold moved 5.711205% over 20 trading days (UP).",1.86,2.14,-28.0,low_yield_regime,yields_falling,107.610001,107.800003,-0.190002,high_dxy_regime,dxy_flat,2.58,2.5,0.08,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2025-04-01,cpi_gold_v1,CPI,2025-04-01,2025-05-13,first_gold_session_on_or_after_release_timestamp,3240.300049,2025-05-13T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,320.302,319.785,0.161671,inflation_pressure_up,LATE_CYCLE,3181.399902,-1.817737,DOWN,3280.300049,1.234454,UP,3321.300049,2.499769,UP,20,"After CPI changed by 0.161671% on 2025-04-01, gold moved 2.499769% over 20 trading days (UP).",1.84,1.86,-2.0,low_yield_regime,yields_flat,104.260002,107.610001,-3.349998,normal_dxy_regime,dxy_falling,2.54,2.58,-0.04,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2025-05-01,cpi_gold_v1,CPI,2025-05-01,2025-06-11,first_gold_session_on_or_after_release_timestamp,3321.300049,2025-06-11T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,320.62,320.302,0.099281,inflation_pressure_up,LATE_CYCLE,3380.899902,1.794474,UP,3389.800049,2.062445,UP,3317.399902,-0.117428,DOWN,5,"After CPI changed by 0.099281% on 2025-05-01, gold moved 2.062445% over 5 trading days (UP).",2.0,1.84,16.0,normal_yield_regime,yields_rising,100.25,104.260002,-4.010002,normal_dxy_regime,dxy_falling,2.3,2.54,-0.24,normal_breakeven_regime,breakeven_falling
CPI_GOLD_2025-06-01,cpi_gold_v1,CPI,2025-06-01,2025-07-10,first_gold_session_on_or_after_release_timestamp,3317.399902,2025-07-10T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,321.435,320.62,0.254195,inflation_pressure_up,LATE_CYCLE,3356.0,1.163565,UP,3340.100098,0.684277,UP,3400.300049,2.498949,UP,20,"After CPI changed by 0.254195% on 2025-06-01, gold moved 2.498949% over 20 trading days (UP).",2.07,2.06,1.0,normal_yield_regime,yields_flat,99.330002,100.0,-0.669998,normal_dxy_regime,dxy_flat,2.39,2.31,0.08,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2025-07-01,cpi_gold_v1,CPI,2025-07-01,2025-08-13,first_gold_session_on_or_after_release_timestamp,3358.699951,2025-08-13T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,322.169,321.435,0.228351,inflation_pressure_up,LATE_CYCLE,3335.199951,-0.699675,DOWN,3343.399902,-0.455535,DOWN,3636.899902,8.282965,UP,20,"After CPI changed by 0.228351% on 2025-07-01, gold moved 8.282965% over 20 trading days (UP).",1.97,2.07,-10.0,low_yield_regime,yields_flat,96.82,99.330002,-2.510002,normal_dxy_regime,dxy_falling,2.32,2.39,-0.07,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2025-08-01,cpi_gold_v1,CPI,2025-08-01,2025-09-11,first_gold_session_on_or_after_release_timestamp,3636.899902,2025-09-11T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,323.291,322.169,0.348264,inflation_pressure_up,LATE_CYCLE,3649.399902,0.343699,UP,3643.699951,0.186974,UP,3946.300049,8.507249,UP,20,"After CPI changed by 0.348264% on 2025-08-01, gold moved 8.507249% over 20 trading days (UP).",1.9,2.0,-10.0,low_yield_regime,yields_flat,98.690002,96.779999,1.910004,normal_dxy_regime,dxy_rising,2.38,2.34,0.04,normal_breakeven_regime,breakeven_flat
CPI_GOLD_2025-09-01,cpi_gold_v1,CPI,2025-09-01,2025-10-10,first_gold_session_on_or_after_release_timestamp,3975.899902,2025-10-10T08:30:00,C:\AurumAI\AurumAI\data\economic\CPIAUCSL.csv,04337a0b5f9995141bebfbea75d955e55b4b6649365000ac1a9d3776ce25577e,324.245,323.291,0.29509,inflation_pressure_up,LATE_CYCLE,4108.600098,3.337614,UP,4189.899902,5.382429,UP,3999.399902,0.591061,UP,5,"After CPI changed by 0.29509% on 2025-09-01, gold moved 5.382429% over 5 trading days (UP).",1.82,1.9,-8.0,low_yield_regime,yields_flat,97.769997,98.690002,-0.920006,normal_dxy_regime,dxy_flat,2.47,2.38,0.09,normal_breakeven_regime,breakeven_flat
