lesson_id,lesson_version,event_type,event_date,anchor_gold_date,alignment_method,gold_close_at_event,release_timestamp,cpi_value,previous_cpi_value,cpi_change_pct,cpi_pressure,gold_close_t_plus_1d,gold_return_1d_pct,gold_direction_1d,gold_close_t_plus_5d,gold_return_5d_pct,gold_direction_5d,gold_close_t_plus_20d,gold_return_20d_pct,gold_direction_20d,primary_horizon_days,lesson_text
CPI_GOLD_2023-01-01,cpi_gold_v1,CPI,2023-01-01,2023-02-08,first_gold_session_on_or_after_release_timestamp,1877.400024,2023-02-08T08:30:00,300.42,298.832,0.531402,inflation_pressure_up,1866.199951,-0.596574,DOWN,1834.199951,-2.301059,DOWN,1829.300049,-2.562053,DOWN,20,"After CPI changed by 0.531402% on 2023-01-01, gold moved -2.562053% over 20 trading days (DOWN)."
CPI_GOLD_2023-02-01,cpi_gold_v1,CPI,2023-02-01,2023-03-08,first_gold_session_on_or_after_release_timestamp,1812.699951,2023-03-08T08:30:00,301.45,300.42,0.342853,inflation_pressure_up,1829.300049,0.915766,UP,1926.599976,6.283446,UP,2020.900024,11.485634,UP,20,"After CPI changed by 0.342853% on 2023-02-01, gold moved 11.485634% over 20 trading days (UP)."
CPI_GOLD_2023-03-01,cpi_gold_v1,CPI,2023-03-01,2023-04-12,first_gold_session_on_or_after_release_timestamp,2010.900024,2023-04-12T08:30:00,301.821,301.45,0.123072,inflation_pressure_up,2041.300049,1.511762,UP,1995.199951,-0.780749,DOWN,2030.5,0.974687,UP,1,"After CPI changed by 0.123072% on 2023-03-01, gold moved 1.511762% over 1 trading days (UP)."
CPI_GOLD_2023-04-01,cpi_gold_v1,CPI,2023-04-01,2023-05-10,first_gold_session_on_or_after_release_timestamp,2030.5,2023-05-10T08:30:00,302.845,301.821,0.339274,inflation_pressure_up,2014.699951,-0.778136,DOWN,1980.699951,-2.4526,DOWN,1963.599976,-3.294756,DOWN,20,"After CPI changed by 0.339274% on 2023-04-01, gold moved -3.294756% over 20 trading days (DOWN)."
CPI_GOLD_2023-05-01,cpi_gold_v1,CPI,2023-05-01,2023-06-14,first_gold_session_on_or_after_release_timestamp,1955.300049,2023-06-14T08:30:00,303.334,302.845,0.161469,inflation_pressure_up,1957.800049,0.127858,UP,1912.699951,-2.178699,DOWN,1960.099976,0.245483,UP,5,"After CPI changed by 0.161469% on 2023-05-01, gold moved -2.178699% over 5 trading days (DOWN)."
CPI_GOLD_2023-06-01,cpi_gold_v1,CPI,2023-06-01,2023-07-12,first_gold_session_on_or_after_release_timestamp,1956.199951,2023-07-12T08:30:00,304.014,303.334,0.224175,inflation_pressure_up,1959.199951,0.153359,UP,1977.5,1.088848,UP,1915.400024,-2.085673,DOWN,20,"After CPI changed by 0.224175% on 2023-06-01, gold moved -2.085673% over 20 trading days (DOWN)."
CPI_GOLD_2023-07-01,cpi_gold_v1,CPI,2023-07-01,2023-08-09,first_gold_session_on_or_after_release_timestamp,1915.400024,2023-08-09T08:30:00,304.609,304.014,0.195715,inflation_pressure_up,1914.400024,-0.052208,FLAT,1896.099976,-1.007625,DOWN,1917.5,0.109636,UP,5,"After CPI changed by 0.195715% on 2023-07-01, gold moved -1.007625% over 5 trading days (DOWN)."
CPI_GOLD_2023-08-01,cpi_gold_v1,CPI,2023-08-01,2023-09-13,first_gold_session_on_or_after_release_timestamp,1909.099976,2023-09-13T08:30:00,306.082,304.609,0.483571,inflation_pressure_up,1910.0,0.047144,FLAT,1945.599976,1.911896,UP,1872.800049,-1.901416,DOWN,5,"After CPI changed by 0.483571% on 2023-08-01, gold moved 1.911896% over 5 trading days (UP)."
CPI_GOLD_2023-09-01,cpi_gold_v1,CPI,2023-09-01,2023-10-11,first_gold_session_on_or_after_release_timestamp,1872.800049,2023-10-11T08:30:00,307.276,306.082,0.390092,inflation_pressure_up,1869.300049,-0.186886,DOWN,1955.300049,4.405169,UP,1951.5,4.202261,UP,5,"After CPI changed by 0.390092% on 2023-09-01, gold moved 4.405169% over 5 trading days (UP)."
CPI_GOLD_2023-10-01,cpi_gold_v1,CPI,2023-10-01,2023-11-08,first_gold_session_on_or_after_release_timestamp,1951.5,2023-11-08T08:30:00,307.696,307.276,0.136685,inflation_pressure_up,1964.199951,0.650779,UP,1960.099976,0.440685,UP,2029.900024,4.017424,UP,20,"After CPI changed by 0.136685% on 2023-10-01, gold moved 4.017424% over 20 trading days (UP)."
CPI_GOLD_2023-11-01,cpi_gold_v1,CPI,2023-11-01,2023-12-13,first_gold_session_on_or_after_release_timestamp,1982.300049,2023-12-13T08:30:00,308.148,307.696,0.146898,inflation_pressure_up,2030.199951,2.41638,UP,2034.5,2.633302,UP,2046.699951,3.248746,UP,20,"After CPI changed by 0.146898% on 2023-11-01, gold moved 3.248746% over 20 trading days (UP)."
CPI_GOLD_2023-12-01,cpi_gold_v1,CPI,2023-12-01,2024-01-10,first_gold_session_on_or_after_release_timestamp,2021.699951,2024-01-10T08:30:00,308.741,308.148,0.19244,inflation_pressure_up,2014.300049,-0.366024,DOWN,2018.599976,-0.153335,DOWN,2032.199951,0.519365,UP,20,"After CPI changed by 0.19244% on 2023-12-01, gold moved 0.519365% over 20 trading days (UP)."
